cdr_id,subscriber_id,call_timestamp,call_type,duration_seconds,tower_circle,network_type,ingestion_batch
CDR002515,SUB00196,2025-06-03 03:29:00,Voice,3074,Himachal Pradesh,5G,BATCH_3
CDR002516,SUB00012,2025-02-25 12:52:00,Data,1084,North East,5G,BATCH_1
CDR002517,SUB00113,2025-02-16 20:26:00,Data,1579,UP East,5G,BATCH_2
CDR002518,SUB00420,2025-04-26 21:01:00,SMS,2803,Jammu & Kashmir,3G,BATCH_1
CDR002519,SUB00615,2025-01-29 01:06:00,SMS,450,Punjab,4G,BATCH_3
CDR002519,SUB00615,2025-01-29 01:06:00,SMS,450,Punjab,4G,BATCH_4
CDR002520,SUB00411,2025-03-05 18:38:00,SMS,3005,Himachal Pradesh,3G,BATCH_1
CDR002521,SUB00238,2025-03-11 08:13:00,SMS,2737,Bihar,4G,BATCH_3
CDR002522,SUB00980,2025-06-25 08:34:00,Voice,1162,Delhi,5G,BATCH_3
CDR002523,SUB00272,2025-01-23 23:03:00,Voice,3552,Bihar,4G,BATCH_3
CDR002524,SUB00076,2025-03-06 17:05:00,Voice,1650,Mumbai,4G,BATCH_3
CDR002525,SUB00605,2025-06-19 21:05:00,Voice,204,UP East,5G,BATCH_1
CDR002526,SUB00040,2025-02-08 16:35:00,SMS,3504,Bihar,3G,BATCH_2
CDR002527,SUB00034,2025-01-19 19:38:00,Voice,1019,UP East,3G,BATCH_1
CDR002528,SUB00789,2025-02-21 08:32:00,Data,1358,UP East,5G,BATCH_2
CDR002529,SUB00062,2025-02-23 10:12:00,Voice,1752,Delhi,5G,BATCH_2
CDR002530,SUB00688,2025-01-25 15:53:00,Data,418,Haryana,5G,BATCH_2
CDR002531,SUB00332,2025-05-04 03:54:00,Data,363,Assam,3G,BATCH_1
CDR002532,SUB00802,2025-06-30 03:37:00,Data,1277,Mumbai,3G,BATCH_2
CDR002533,SUB00686,2025-01-02 05:59:00,Data,2285,Telangana,3G,BATCH_2
CDR002534,SUB00136,2025-05-17 14:54:00,Data,1235,UP West,3G,BATCH_2
CDR002535,SUB00077,2025-06-05 06:27:00,SMS,3488,North East,4G,BATCH_2
CDR002536,SUB00881,2025-04-20 06:38:00,Voice,988,Jammu & Kashmir,3G,BATCH_1
CDR002537,SUB00512,2025-03-19 19:07:00,Data,1562,Tamil Nadu,5G,BATCH_2
CDR002538,SUB00657,2025-02-08 03:22:00,SMS,206,Karnataka,5G,BATCH_1
CDR002539,SUB00344,2025-02-25 10:03:00,SMS,2454,Maharashtra,4G,BATCH_3
CDR002540,SUB00069,2025-04-15 17:16:00,SMS,1390,Punjab,4G,BATCH_1
CDR002541,SUB00509,2025-03-21 02:00:00,Voice,2602,Madhya Pradesh,4G,BATCH_2
CDR002542,SUB00067,2025-04-30 18:34:00,Data,2896,Andhra Pradesh,4G,BATCH_3
CDR002543,SUB00932,2025-04-02 13:24:00,Data,1166,North East,5G,BATCH_3
CDR002544,SUB00060,2025-01-08 11:06:00,Data,2585,UP West,4G,BATCH_2
CDR002545,SUB00680,2025-04-13 06:23:00,SMS,3197,North East,4G,BATCH_1
CDR002546,SUB00189,2025-04-25 20:46:00,Voice,1876,Kerala,4G,BATCH_2
CDR002547,SUB00670,2025-04-03 12:23:00,Voice,1070,West Bengal,3G,BATCH_2
CDR002547,SUB00670,2025-04-03 12:23:00,Voice,1070,West Bengal,3G,BATCH_4
CDR002548,SUB00044,2025-01-22 09:54:00,Data,1134,Tamil Nadu,3G,BATCH_1
CDR002549,SUB00388,2025-05-11 20:26:00,Voice,1077,Delhi,5G,BATCH_3
CDR002550,SUB00828,2025-01-27 00:00:00,Data,3338,Bihar,4G,BATCH_3
CDR002551,SUB00689,2025-03-11 03:31:00,Voice,2206,Kerala,3G,BATCH_2
CDR002552,SUB00197,2025-05-09 23:07:00,Voice,1448,Maharashtra,3G,BATCH_1
CDR002553,SUB00566,2025-02-07 05:11:00,Data,644,UP East,3G,BATCH_3
CDR002554,SUB00335,2025-02-09 16:12:00,SMS,2492,Himachal Pradesh,5G,BATCH_2
CDR002554,SUB00335,2025-02-09 16:12:00,SMS,2492,Himachal Pradesh,5G,BATCH_4
CDR002555,SUB00280,2025-01-24 01:46:00,Data,1107,Odisha,5G,BATCH_1
CDR002556,SUB00912,2025-01-27 22:07:00,Voice,1431,Maharashtra,3G,BATCH_2
CDR002557,SUB00991,2025-04-24 04:10:00,Data,2183,Himachal Pradesh,3G,BATCH_1
CDR002558,SUB00448,2025-03-16 03:40:00,Data,2733,Madhya Pradesh,4G,BATCH_3
CDR002559,SUB00614,2025-04-29 16:15:00,Voice,532,Jammu & Kashmir,3G,BATCH_1
CDR002559,SUB00614,2025-04-29 16:15:00,Voice,532,Jammu & Kashmir,3G,BATCH_4
CDR002560,SUB00308,2025-01-27 19:18:00,Data,1359,Gujarat,4G,BATCH_1
CDR002561,SUB00893,2025-02-02 16:48:00,Voice,2696,Rajasthan,4G,BATCH_2
CDR002562,SUB00820,2025-04-27 09:46:00,Data,537,Jammu & Kashmir,3G,BATCH_1
CDR002563,SUB00523,2025-06-22 17:59:00,Data,924,Mumbai,4G,BATCH_1
CDR002564,SUB00510,2025-05-24 20:45:00,Voice,2769,Gujarat,4G,BATCH_3
CDR002565,SUB00119,2025-06-20 04:06:00,Voice,3384,Maharashtra,5G,BATCH_3
CDR002566,SUB00456,2025-03-06 07:52:00,Data,1658,Andhra Pradesh,5G,BATCH_1
CDR002567,SUB00340,2025-05-22 10:22:00,SMS,3222,Madhya Pradesh,5G,BATCH_3
CDR002568,SUB00787,2025-01-06 17:48:00,SMS,774,Himachal Pradesh,5G,BATCH_1
CDR002569,SUB00618,2025-04-21 18:40:00,Voice,2834,UP East,4G,BATCH_1
CDR002570,SUB00821,2025-05-20 13:00:00,SMS,283,Delhi,4G,BATCH_2
CDR002571,SUB00247,2025-03-01 14:48:00,SMS,1530,Odisha,3G,BATCH_1
CDR002572,SUB00148,2025-04-24 13:05:00,Voice,1723,Maharashtra,5G,BATCH_1
CDR002573,SUB00921,2025-05-22 01:08:00,SMS,910,Telangana,3G,BATCH_3
CDR002574,SUB00491,2025-04-13 19:39:00,Voice,2632,Andhra Pradesh,4G,BATCH_2
CDR002575,SUB00471,2025-05-08 05:20:00,Voice,2187,UP East,5G,BATCH_1
CDR002576,SUB00145,2025-03-06 05:13:00,SMS,2108,Mumbai,3G,BATCH_2
CDR002577,SUB00727,2025-02-02 09:07:00,Data,1365,UP West,3G,BATCH_2
CDR002578,SUB00336,2025-05-17 10:20:00,SMS,1164,Himachal Pradesh,3G,BATCH_2
CDR002579,SUB00511,2025-05-25 12:00:00,Voice,1146,Punjab,4G,BATCH_2
CDR002580,SUB00782,2025-02-24 07:42:00,Voice,2551,UP West,5G,BATCH_3
CDR002581,SUB00186,2025-02-26 02:20:00,Data,2212,Kerala,5G,BATCH_2
CDR002582,SUB00287,2025-01-06 04:38:00,SMS,1616,Punjab,5G,BATCH_3
CDR002583,SUB00454,2025-02-10 03:31:00,SMS,652,Andhra Pradesh,3G,BATCH_1
CDR002583,SUB00454,2025-02-10 03:31:00,SMS,652,Andhra Pradesh,3G,BATCH_4
CDR002584,SUB00090,2025-04-15 14:34:00,Voice,498,Madhya Pradesh,5G,BATCH_1
CDR002585,SUB00922,2025-04-14 12:38:00,Voice,1954,Mumbai,4G,BATCH_1
CDR002586,SUB00840,2025-04-01 01:13:00,Voice,3446,Gujarat,5G,BATCH_1
CDR002587,SUB00310,2025-05-17 11:00:00,Voice,629,Delhi,4G,BATCH_1
CDR002588,SUB00050,2025-01-28 18:15:00,Data,1007,Haryana,4G,BATCH_3
CDR002589,SUB00619,2025-05-05 02:38:00,Voice,18,Delhi,5G,BATCH_1
CDR002590,SUB00596,2025-06-15 10:27:00,Voice,1553,Kerala,3G,BATCH_2
CDR002591,SUB00736,2025-06-23 08:44:00,SMS,272,North East,5G,BATCH_2
CDR002592,SUB00615,2025-03-21 00:46:00,SMS,2383,Andhra Pradesh,3G,BATCH_1
CDR002592,SUB00615,2025-03-21 00:46:00,SMS,2383,Andhra Pradesh,3G,BATCH_4
CDR002593,SUB00813,2025-03-30 23:51:00,Voice,569,Gujarat,3G,BATCH_2
CDR002594,SUB00480,2025-04-30 17:49:00,Voice,1176,UP West,4G,BATCH_2
CDR002595,SUB00295,2025-03-04 14:00:00,Data,494,Andhra Pradesh,4G,BATCH_2
CDR002596,SUB00630,2025-06-29 03:58:00,Voice,2754,Odisha,4G,BATCH_2
CDR002597,SUB00729,2025-04-20 10:03:00,SMS,734,Maharashtra,4G,BATCH_3
CDR002598,SUB00429,2025-01-18 04:01:00,Data,665,Jammu & Kashmir,3G,BATCH_3
CDR002599,SUB00489,2025-05-21 01:26:00,Data,313,Andhra Pradesh,3G,BATCH_1
CDR002600,SUB00071,2025-06-22 03:25:00,SMS,2574,Jammu & Kashmir,5G,BATCH_2
CDR002600,SUB00071,2025-06-22 03:25:00,SMS,2574,Jammu & Kashmir,5G,BATCH_4
CDR002601,SUB00645,2025-05-03 20:27:00,Voice,1383,Gujarat,3G,BATCH_1
CDR002602,SUB00498,2025-02-01 17:22:00,Data,646,Karnataka,3G,BATCH_2
CDR002603,SUB00530,2025-03-14 20:32:00,SMS,1706,Gujarat,4G,BATCH_1
CDR002604,SUB00867,2025-02-08 19:19:00,Voice,98,Delhi,3G,BATCH_3
CDR002605,SUB00851,2025-03-28 07:36:00,Data,2322,Kerala,3G,BATCH_3
CDR002606,SUB00213,2025-02-06 08:27:00,SMS,2465,Maharashtra,5G,BATCH_3
CDR002607,SUB00390,2025-06-06 06:08:00,SMS,3102,Jammu & Kashmir,5G,BATCH_2
CDR002608,SUB00675,2025-05-22 06:51:00,Data,2045,Bihar,4G,BATCH_3
CDR002609,SUB00350,2025-02-23 16:08:00,Voice,396,Tamil Nadu,4G,BATCH_3
CDR002610,SUB00835,2025-04-10 11:10:00,Data,1762,West Bengal,4G,BATCH_1
CDR002611,SUB00887,2025-02-26 11:04:00,Voice,2008,Punjab,4G,BATCH_2
CDR002612,SUB00226,2025-03-05 15:53:00,SMS,2765,West Bengal,4G,BATCH_2
CDR002613,SUB00421,2025-03-08 16:28:00,Data,1212,Himachal Pradesh,4G,BATCH_1
CDR002614,SUB00834,2025-05-28 09:45:00,SMS,3411,Tamil Nadu,3G,BATCH_2
CDR002615,SUB00142,2025-03-22 00:26:00,Data,540,Himachal Pradesh,4G,BATCH_2
CDR002616,SUB00952,2025-03-27 03:09:00,Data,232,Bihar,3G,BATCH_2
CDR002617,SUB00729,2025-05-07 05:38:00,Voice,3039,UP West,5G,BATCH_1
CDR002618,SUB00599,2025-02-25 08:43:00,SMS,3559,Kerala,3G,BATCH_1
CDR002619,SUB00309,2025-04-22 21:23:00,Voice,772,Kerala,3G,BATCH_2
CDR002620,SUB00473,2025-05-21 22:59:00,Data,2746,Mumbai,4G,BATCH_2
CDR002621,SUB00741,2025-05-26 14:54:00,Voice,1540,Tamil Nadu,5G,BATCH_2
CDR002622,SUB00054,2025-04-28 00:13:00,Voice,2671,Andhra Pradesh,5G,BATCH_1
CDR002623,SUB00464,2025-05-23 21:53:00,Voice,3181,Gujarat,3G,BATCH_2
CDR002624,SUB00902,2025-02-09 22:03:00,Data,2871,Rajasthan,4G,BATCH_1
CDR002625,SUB00405,2025-05-05 12:49:00,Data,1833,Mumbai,4G,BATCH_1
CDR002626,SUB00225,2025-06-21 04:54:00,Data,1756,Haryana,3G,BATCH_1
CDR002627,SUB00142,2025-02-08 00:52:00,Voice,2959,Maharashtra,5G,BATCH_2
CDR002628,SUB00275,2025-02-02 12:52:00,SMS,3177,Jammu & Kashmir,3G,BATCH_1
CDR002629,SUB00218,2025-04-19 14:43:00,Data,1570,Mumbai,5G,BATCH_1
CDR002630,SUB00708,2025-05-19 19:25:00,SMS,2974,Telangana,3G,BATCH_3
CDR002631,SUB00009,2025-03-27 20:43:00,SMS,2494,UP East,4G,BATCH_3
CDR002632,SUB00576,2025-04-05 13:17:00,Data,2939,Delhi,3G,BATCH_1
CDR002633,SUB00637,2025-04-05 02:58:00,Data,891,Madhya Pradesh,3G,BATCH_3
CDR002634,SUB00896,2025-01-01 02:06:00,SMS,1205,West Bengal,3G,BATCH_2
CDR002635,SUB00922,2025-05-16 22:44:00,Data,2640,Delhi,5G,BATCH_1
CDR002636,SUB00537,2025-05-11 18:40:00,Data,3021,Delhi,4G,BATCH_2
CDR002637,SUB00063,2025-03-14 01:17:00,Voice,271,Madhya Pradesh,4G,BATCH_2
CDR002638,SUB00349,2025-01-20 21:13:00,SMS,792,North East,5G,BATCH_3
CDR002639,SUB00528,2025-06-15 06:30:00,SMS,1886,UP West,4G,BATCH_3
CDR002639,SUB00528,2025-06-15 06:30:00,SMS,1886,UP West,4G,BATCH_4
CDR002640,SUB00044,2025-06-09 20:00:00,Voice,1661,North East,4G,BATCH_2
CDR002641,SUB00113,2025-05-05 14:35:00,SMS,157,Karnataka,5G,BATCH_1
CDR002642,SUB00474,2025-06-18 03:25:00,Data,2169,Jammu & Kashmir,5G,BATCH_3
CDR002643,SUB00719,2025-01-27 13:05:00,Voice,1508,North East,4G,BATCH_2
CDR002644,SUB00530,2025-04-19 03:05:00,Data,2349,Assam,4G,BATCH_2
CDR002645,SUB00754,2025-05-14 06:42:00,Voice,664,Bihar,3G,BATCH_2
CDR002646,SUB00737,2025-03-24 00:21:00,Data,859,Madhya Pradesh,3G,BATCH_2
CDR002647,SUB00553,2025-01-18 18:22:00,SMS,1350,Odisha,5G,BATCH_1
CDR002648,SUB00253,2025-04-04 07:15:00,Data,2697,Himachal Pradesh,5G,BATCH_1
CDR002649,SUB00398,2025-04-13 21:09:00,Voice,1927,Assam,4G,BATCH_3
CDR002649,SUB00398,2025-04-13 21:09:00,Voice,1927,Assam,4G,BATCH_4
CDR002650,SUB00698,2025-03-26 17:52:00,SMS,1752,Bihar,5G,BATCH_2
CDR002651,SUB00214,2025-01-02 06:00:00,Voice,3240,North East,4G,BATCH_1
CDR002652,SUB00846,2025-04-29 05:30:00,SMS,1771,Himachal Pradesh,5G,BATCH_3
CDR002653,SUB00325,2025-01-18 20:23:00,Data,2918,Delhi,3G,BATCH_2
CDR002654,SUB00531,2025-04-05 09:27:00,Voice,987,Mumbai,5G,BATCH_2
CDR002655,SUB00964,2025-01-02 17:58:00,Data,1942,Kerala,5G,BATCH_1
CDR002656,SUB00784,2025-02-27 17:55:00,Data,3469,Punjab,4G,BATCH_2
CDR002657,SUB00942,2025-01-30 03:56:00,Data,1208,Kerala,4G,BATCH_1
CDR002658,SUB00493,2025-06-17 16:58:00,SMS,822,Mumbai,5G,BATCH_1
CDR002658,SUB00493,2025-06-17 16:58:00,SMS,822,Mumbai,5G,BATCH_4
CDR002659,SUB00930,2025-01-22 04:04:00,Voice,3398,Kerala,5G,BATCH_2
CDR002660,SUB00303,2025-06-22 09:31:00,Voice,2786,Delhi,4G,BATCH_3
CDR002661,SUB00870,2025-06-27 21:28:00,SMS,394,Andhra Pradesh,5G,BATCH_2
CDR002662,SUB00695,2025-05-29 18:40:00,SMS,453,West Bengal,4G,BATCH_3
CDR002663,SUB00359,2025-04-13 12:49:00,SMS,1675,UP East,3G,BATCH_3
CDR002664,SUB00698,2025-04-07 16:54:00,Voice,807,UP East,4G,BATCH_1
CDR002664,SUB00698,2025-04-07 16:54:00,Voice,807,UP East,4G,BATCH_4
CDR002665,SUB00731,2025-04-04 04:10:00,SMS,576,Maharashtra,4G,BATCH_3
CDR002666,SUB00201,2025-04-28 19:12:00,Data,756,Kerala,3G,BATCH_3
CDR002667,SUB00265,2025-03-04 19:45:00,Voice,1888,Mumbai,4G,BATCH_3
CDR002668,SUB00688,2025-03-04 13:03:00,Voice,1380,Assam,5G,BATCH_3
CDR002669,SUB00930,2025-03-26 01:47:00,Data,403,Delhi,3G,BATCH_2
CDR002670,SUB00932,2025-02-08 13:00:00,Voice,2074,Delhi,3G,BATCH_2
CDR002671,SUB00586,2025-02-23 21:16:00,SMS,1387,Andhra Pradesh,4G,BATCH_3
CDR002672,SUB00209,2025-02-26 10:18:00,Data,2059,Haryana,4G,BATCH_2
CDR002673,SUB00615,2025-02-17 03:18:00,Data,1660,Assam,5G,BATCH_1
CDR002674,SUB00394,2025-03-04 22:32:00,SMS,2605,West Bengal,4G,BATCH_3
CDR002675,SUB00832,2025-02-09 00:56:00,Voice,385,Assam,5G,BATCH_1
CDR002676,SUB00418,2025-04-19 11:09:00,Data,591,UP East,4G,BATCH_3
CDR002677,SUB00879,2025-06-01 05:46:00,SMS,2753,Kerala,4G,BATCH_1
CDR002677,SUB00879,2025-06-01 05:46:00,SMS,2753,Kerala,4G,BATCH_4
CDR002678,SUB00036,2025-06-26 23:43:00,Data,588,Mumbai,5G,BATCH_2
CDR002679,SUB00089,2025-03-19 21:47:00,SMS,3245,Mumbai,4G,BATCH_1
CDR002680,SUB00573,2025-03-28 08:13:00,Voice,2039,Tamil Nadu,4G,BATCH_3
CDR002681,SUB00059,2025-06-15 22:46:00,Voice,970,UP West,4G,BATCH_3
CDR002682,SUB00391,2025-06-03 22:48:00,Voice,3335,Mumbai,3G,BATCH_1
CDR002683,SUB00039,2025-05-31 01:33:00,Data,2421,Gujarat,3G,BATCH_3
CDR002684,SUB00117,2025-01-01 09:54:00,Data,193,Punjab,5G,BATCH_3
CDR002685,SUB00237,2025-03-27 22:17:00,Voice,1382,Jammu & Kashmir,5G,BATCH_1
CDR002686,SUB00052,2025-06-09 23:14:00,Voice,1085,Gujarat,5G,BATCH_2
CDR002687,SUB00091,2025-03-04 13:25:00,Voice,2196,Telangana,3G,BATCH_3
CDR002688,SUB00085,2025-02-05 04:43:00,Data,1767,North East,3G,BATCH_2
CDR002689,SUB00886,2025-05-27 09:49:00,SMS,2866,Rajasthan,4G,BATCH_1
CDR002690,SUB00934,2025-02-26 02:53:00,Voice,158,Madhya Pradesh,5G,BATCH_3
CDR002691,SUB00691,2025-03-04 00:55:00,Data,1782,Assam,3G,BATCH_3
CDR002692,SUB00516,2025-03-16 04:06:00,Data,2404,Tamil Nadu,5G,BATCH_2
CDR002693,SUB00433,2025-06-05 07:30:00,SMS,3014,Madhya Pradesh,5G,BATCH_1
CDR002694,SUB00107,2025-04-14 15:27:00,SMS,2836,Tamil Nadu,5G,BATCH_2
CDR002695,SUB00891,2025-02-02 21:33:00,Data,3329,Haryana,4G,BATCH_1
CDR002696,SUB00539,2025-06-20 21:22:00,Voice,369,Telangana,4G,BATCH_3
CDR002697,SUB00947,2025-04-13 05:37:00,Voice,763,Bihar,4G,BATCH_2
CDR002698,SUB00851,2025-06-26 16:00:00,Data,2874,Haryana,4G,BATCH_3
CDR002699,SUB00973,2025-04-12 10:10:00,Voice,2264,Telangana,5G,BATCH_3
CDR002700,SUB00551,2025-06-05 00:29:00,SMS,2388,Himachal Pradesh,3G,BATCH_2
CDR002701,SUB00109,2025-02-04 10:21:00,Data,1962,Assam,4G,BATCH_1
CDR002702,SUB00998,2025-06-04 15:24:00,SMS,112,Jammu & Kashmir,3G,BATCH_3
CDR002703,SUB00760,2025-05-17 00:20:00,Voice,306,UP East,3G,BATCH_2
CDR002704,SUB00970,2025-04-10 10:30:00,Data,2396,Haryana,5G,BATCH_1
CDR002705,SUB00143,2025-06-01 11:55:00,SMS,1447,Karnataka,5G,BATCH_3
CDR002706,SUB00664,2025-01-30 09:33:00,SMS,171,Delhi,5G,BATCH_2
CDR002707,SUB00005,2025-06-04 05:16:00,SMS,2444,Telangana,3G,BATCH_3
CDR002708,SUB00575,2025-05-06 11:40:00,SMS,213,Telangana,3G,BATCH_3
CDR002708,SUB00575,2025-05-06 11:40:00,SMS,213,Telangana,3G,BATCH_4
CDR002709,SUB00145,2025-05-31 06:01:00,Voice,426,Kerala,4G,BATCH_3
CDR002709,SUB00145,2025-05-31 06:01:00,Voice,426,Kerala,4G,BATCH_4
CDR002710,SUB00660,2025-05-10 12:53:00,Data,157,Assam,4G,BATCH_1
CDR002711,SUB00993,2025-01-06 12:42:00,Data,2470,Madhya Pradesh,3G,BATCH_1
CDR002712,SUB00872,2025-02-18 13:38:00,Voice,3372,Tamil Nadu,5G,BATCH_3
CDR002712,SUB00872,2025-02-18 13:38:00,Voice,3372,Tamil Nadu,5G,BATCH_4
CDR002713,SUB00173,2025-01-11 00:50:00,SMS,2627,Haryana,3G,BATCH_1
CDR002714,SUB00805,2025-02-14 12:41:00,Data,1744,Kerala,4G,BATCH_3
CDR002715,SUB00463,2025-04-04 07:30:00,Data,2611,UP East,3G,BATCH_3
CDR002716,SUB00507,2025-06-26 02:51:00,Data,3133,Rajasthan,4G,BATCH_2
CDR002717,SUB00985,2025-06-02 11:57:00,SMS,2788,Assam,4G,BATCH_1
CDR002718,SUB00556,2025-05-07 06:23:00,Data,1254,Rajasthan,4G,BATCH_1
CDR002719,SUB00742,2025-01-17 08:24:00,Data,1767,Jammu & Kashmir,5G,BATCH_3
CDR002720,SUB00363,2025-05-12 06:42:00,Data,3584,Rajasthan,5G,BATCH_1
CDR002721,SUB00576,2025-02-28 21:59:00,SMS,2692,Jammu & Kashmir,4G,BATCH_3
CDR002722,SUB00427,2025-05-07 06:27:00,SMS,3409,UP East,5G,BATCH_2
CDR002723,SUB00031,2025-06-19 14:30:00,SMS,2158,Assam,3G,BATCH_3
CDR002724,SUB00298,2025-03-04 05:49:00,Data,1683,Andhra Pradesh,5G,BATCH_1
CDR002725,SUB00665,2025-03-06 09:15:00,Data,1773,Andhra Pradesh,5G,BATCH_2
CDR002726,SUB00033,2025-04-02 00:48:00,Data,3247,UP East,4G,BATCH_1
CDR002727,SUB00739,2025-01-09 19:11:00,Data,1112,West Bengal,4G,BATCH_1
CDR002728,SUB00009,2025-01-14 14:12:00,SMS,715,Andhra Pradesh,3G,BATCH_3
CDR002728,SUB00009,2025-01-14 14:12:00,SMS,715,Andhra Pradesh,3G,BATCH_4
CDR002729,SUB00479,2025-04-25 07:58:00,Data,2017,Kerala,5G,BATCH_2
CDR002730,SUB00808,2025-03-30 21:40:00,Data,29,Gujarat,5G,BATCH_1
CDR002731,SUB00142,2025-03-27 17:22:00,Voice,1461,Delhi,5G,BATCH_1
CDR002732,SUB00652,2025-01-02 09:21:00,Voice,2704,Punjab,5G,BATCH_1
CDR002733,SUB00352,2025-02-28 02:08:00,SMS,2453,Rajasthan,5G,BATCH_3
CDR002734,SUB00239,2025-02-27 15:39:00,SMS,780,Karnataka,5G,BATCH_3
CDR002735,SUB00115,2025-02-06 07:42:00,SMS,2369,Mumbai,4G,BATCH_1
CDR002736,SUB00190,2025-04-28 08:09:00,Data,1788,Maharashtra,4G,BATCH_1
CDR002737,SUB00353,2025-01-29 22:03:00,Data,1498,Assam,3G,BATCH_3
CDR002738,SUB00733,2025-06-23 11:22:00,SMS,1411,Karnataka,4G,BATCH_3
CDR002739,SUB00042,2025-06-04 20:05:00,Data,960,UP West,3G,BATCH_1
CDR002740,SUB00924,2025-03-19 11:53:00,SMS,1290,Maharashtra,3G,BATCH_3
CDR002741,SUB00033,2025-04-17 04:30:00,Voice,2237,Tamil Nadu,4G,BATCH_2
CDR002742,SUB00453,2025-03-06 12:06:00,Voice,3474,Karnataka,5G,BATCH_2
CDR002743,SUB00384,2025-04-19 23:46:00,Data,693,Bihar,4G,BATCH_1
CDR002744,SUB00435,2025-01-08 16:16:00,Data,495,North East,5G,BATCH_2
CDR002745,SUB00015,2025-05-31 19:59:00,Voice,1746,Himachal Pradesh,3G,BATCH_1
CDR002746,SUB00442,2025-03-03 00:50:00,Voice,2543,Andhra Pradesh,4G,BATCH_1
CDR002747,SUB00506,2025-01-16 09:21:00,Voice,2927,UP West,5G,BATCH_3
CDR002748,SUB00553,2025-02-06 04:58:00,Data,2893,Bihar,4G,BATCH_1
CDR002749,SUB00103,2025-02-14 06:17:00,Voice,3400,North East,5G,BATCH_3
CDR002750,SUB00316,2025-05-09 11:54:00,Voice,2703,UP East,5G,BATCH_1
CDR002751,SUB00379,2025-06-05 07:25:00,SMS,1510,Delhi,5G,BATCH_1
CDR002752,SUB00805,2025-03-02 03:15:00,SMS,552,Assam,4G,BATCH_2
CDR002753,SUB00478,2025-02-17 19:39:00,Voice,461,UP West,4G,BATCH_3
CDR002753,SUB00478,2025-02-17 19:39:00,Voice,461,UP West,4G,BATCH_4
CDR002754,SUB00293,2025-06-10 08:12:00,Voice,2145,Haryana,5G,BATCH_2
CDR002755,SUB00905,2025-06-07 11:14:00,Voice,166,Maharashtra,5G,BATCH_1
CDR002756,SUB00600,2025-05-04 15:07:00,Data,2641,Tamil Nadu,4G,BATCH_1
CDR002757,SUB00700,2025-05-30 03:43:00,SMS,2487,Kerala,4G,BATCH_2
CDR002758,SUB00932,2025-04-26 06:54:00,Voice,2095,Tamil Nadu,4G,BATCH_1
CDR002759,SUB00086,2025-01-14 23:32:00,SMS,946,Andhra Pradesh,3G,BATCH_1
CDR002760,SUB00564,2025-03-05 12:36:00,Voice,3232,UP West,4G,BATCH_1
CDR002761,SUB00446,2025-05-04 03:49:00,Voice,1480,Kerala,5G,BATCH_3
CDR002762,SUB00500,2025-01-01 14:41:00,SMS,1428,Andhra Pradesh,5G,BATCH_3
CDR002763,SUB00083,2025-04-06 06:03:00,SMS,1132,UP West,3G,BATCH_1
CDR002764,SUB00182,2025-01-02 04:49:00,Data,1555,North East,3G,BATCH_3
CDR002765,SUB00628,2025-01-09 06:47:00,SMS,2623,Madhya Pradesh,3G,BATCH_1
CDR002766,SUB00516,2025-04-13 14:48:00,SMS,203,Gujarat,5G,BATCH_1
CDR002767,SUB00620,2025-02-22 08:26:00,Data,2835,Odisha,5G,BATCH_2
CDR002768,SUB00071,2025-05-18 22:46:00,Voice,993,Bihar,5G,BATCH_3
CDR002769,SUB00078,2025-03-04 17:42:00,Voice,1838,Punjab,3G,BATCH_1
CDR002770,SUB00322,2025-01-26 07:15:00,SMS,1547,Delhi,3G,BATCH_3
CDR002771,SUB00153,2025-01-01 03:15:00,Data,2703,Jammu & Kashmir,3G,BATCH_2
CDR002772,SUB00178,2025-01-09 17:47:00,Voice,2816,Karnataka,5G,BATCH_2
CDR002773,SUB00742,2025-06-13 13:14:00,SMS,3455,Mumbai,3G,BATCH_3
CDR002774,SUB00684,2025-06-24 02:41:00,Data,1971,Gujarat,5G,BATCH_2
CDR002775,SUB00478,2025-05-11 18:45:00,SMS,2664,Assam,4G,BATCH_2
CDR002776,SUB00044,2025-01-06 11:08:00,Voice,1062,Tamil Nadu,3G,BATCH_2
CDR002777,SUB00468,2025-01-30 13:15:00,SMS,2306,Madhya Pradesh,3G,BATCH_3
CDR002778,SUB00859,2025-06-05 10:06:00,Voice,897,Odisha,3G,BATCH_3
CDR002779,SUB00784,2025-01-29 18:48:00,Voice,2558,Rajasthan,5G,BATCH_2
CDR002780,SUB00958,2025-04-04 13:38:00,SMS,590,Andhra Pradesh,4G,BATCH_2
CDR002781,SUB00843,2025-01-30 19:11:00,SMS,1762,Assam,3G,BATCH_1
CDR002782,SUB00752,2025-06-25 03:44:00,Data,2062,North East,4G,BATCH_1
CDR002783,SUB00247,2025-05-30 11:25:00,Voice,560,West Bengal,4G,BATCH_2
CDR002784,SUB00963,2025-01-07 11:23:00,SMS,859,Odisha,3G,BATCH_1
CDR002785,SUB00873,2025-05-15 15:47:00,SMS,3381,Delhi,3G,BATCH_3
CDR002786,SUB00704,2025-06-17 22:48:00,SMS,2742,West Bengal,3G,BATCH_2
CDR002787,SUB00401,2025-04-08 05:31:00,SMS,848,Haryana,3G,BATCH_2
CDR002788,SUB00114,2025-01-19 14:26:00,Voice,2812,UP East,3G,BATCH_3
CDR002789,SUB00384,2025-02-17 09:32:00,Voice,471,Andhra Pradesh,4G,BATCH_3
